ID,SMILES,Cluster,UMAP1,UMAP2,UMAP3
297,C1(OP2OC(C=CC=C3)=C3C(C=CC=C4)=C4O2)=CC=CC=C1C5=C(OP6OC(C=CC=C7)=C7C(C=CC=C8)=C8O6)C=CC=C5,1,-2.1452944,1.4688244,4.578669
298,C1(P(/C=C/P(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4)=CC=CC=C1,8,0.07896888,-0.06107748,5.515338
299,C1(P(C2=CC=CC=C2)C3=CC=CC=C3)=C(P(C4=CC=CC=C4)C5=CC=CC=C5)C=CC=C1,8,0.009479767,-0.07161388,5.5561857
300,C=C(P(C1=CC=CC=C1)C2=CC=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4,8,0.07706025,-0.051022366,5.503128
301,C1(C=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4)=C2OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7,8,-0.030936217,0.036451586,5.6997757
302,CC1(C)C2=C(C(P(C3=CC=CC=C3)C4=CC=CC=C4)=CC=C2)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7,2,-0.4855758,2.4603555,7.081847
303,C1(CP(C2=CC=CC=C2)C3=CC=CC=C3)=C(CP(C4=CC=CC=C4)C5=CC=CC=C5)C=CC=C1,8,1.61818,-0.33243027,5.04403
304,P(C#CP(C1=CC=CC=C1)C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4,8,0.074813455,-0.061947737,5.5183096
305,P(C1=CC=CC=C1)(C2=CC=CC=C2)CCOCCP(C3=CC=CC=C3)C4=CC=CC=C4,8,1.6148565,-0.33647874,5.039894
306,P(C1=CC=CC=C1)(C2=CC=CC=C2)CCCCCP(C3=CC=CC=C3)C4=CC=CC=C4,8,1.6140823,-0.33864367,5.0379148
307,COC1=[C@@](C2=C(OC)C=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4)C(P(C5=CC=CC=C5)C6=CC=CC=C6)=CC=C1,2,0.7499786,0.2963542,9.774014
308,ClC1=CC=C(P(C2=CC=CC=C2)C3=CC=CC=C3)[C@](C4=C(OC)C(Cl)=CC=C4P(C5=CC=CC=C5)C6=CC=CC=C6)=C1OC,2,0.7436547,0.27169082,9.799253
309,COC1=[C@@](C2=C(OC)C=CC=C2P(C3=CC(C(C)(C)C)=CC(C(C)(C)C)=C3)C4=CC(C(C)(C)C)=CC(C(C)(C)C)=C4)C(P(C5=CC(C(C)(C)C)=CC(C(C)(C)C)=C5)C6=CC(C(C)(C)C)=CC(C(C)(C)C)=C6)=CC=C1,2,0.7057483,0.54944104,9.511848
310,COC1=[C@@](C2=C(OC)C=CC=C2P(C3=CC(C(C)(C)C)=C(OC)C(C(C)(C)C)=C3)C4=CC(C(C)(C)C)=C(OC)C(C(C)(C)C)=C4)C(P(C5=CC(C(C)(C)C)=C(OC)C(C(C)(C)C)=C5)C6=CC(C(C)(C)C)=C(OC)C(C(C)(C)C)=C6)=CC=C1,2,0.7142633,0.5385523,9.52597
311,CC(C)P(C(C)C)C1=CC=CC(OC)=[C@@]1C2=C(OC)C=CC=C2P(C(C)C)C(C)C,2,0.733153,0.3416526,9.734656
312,COC1=[C@@](C2=C(OC)C=CC=C2P(C3=CC(OC)=C(OC)C(OC)=C3)C4=CC(OC)=C(OC)C(OC)=C4)C(P(C5=CC(OC)=C(OC)C(OC)=C5)C6=CC(OC)=C(OC)C(OC)=C6)=CC=C1,2,0.7164245,0.5162925,9.552146
313,CC(C=C1)=CC=C1P(C2=CC=C(C)C=C2)C3=CC=CC(OC)=[C@@]3C4=C(OC)C=CC=C4P(C5=CC=C(C)C=C5)C6=CC=C(C)C=C6,2,0.7030124,0.38708314,9.698175
314,COC1=[C@](C2=C(OC)C=CC=C2P(C3=CC=CO3)C4=CC=CO4)C(P(C5=CC=CO5)C6=CC=CO6)=CC=C1,2,0.75002575,0.3090971,9.767578
315,CC1=CC(P(C2=CC(C)=CC(C)=C2)C3=CC=CC(OC)=[C@@]3C4=C(OC)C=CC=C4P(C5=CC(C)=CC(C)=C5)C6=CC(C)=CC(C)=C6)=CC(C)=C1,2,0.74079704,0.3892173,9.689205
316,C12=CC=C(P(C3CCCCC3)C4CCCCC4)[C@@](C5=C(OCCO6)C6=CC=C5P(C7CCCCC7)C8CCCCC8)=C1OCCO2,2,0.2910666,-0.6187646,11.060449
317,FC(C(C=C1)=CC=C1P(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(OCO4)C4=[C@]3C5=C(OCO6)C6=CC=C5P(C7=CC=C(C(F)(F)F)C=C7)C8=CC=C(C(F)(F)F)C=C8)(F)F,3,5.479807,1.1263286,12.769279
318,CC(C1=CC(P(C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)C3=CC=C(C=CC=C4)C4=[C@]3C5=C(C=CC=C6)C6=CC=C5P(C7=CC(C(C)(C)C)=CC(C(C)(C)C)=C7)C8=CC(C(C)(C)C)=CC(C(C)(C)C)=C8)=CC(C(C)(C)C)=C1)(C)C,2,0.6963938,0.5675734,9.489135
319,COC1=[C@](C2=C(OC)C=C(OC)C=C2P(C3=CC(OC)=CC(OC)=C3)C4=CC(OC)=CC(OC)=C4)C(P(C5=CC(OC)=CC(OC)=C5)C6=CC(OC)=CC(OC)=C6)=CC(OC)=C1,2,0.7298459,0.3892355,9.696793
320,FC1=CC(P(C2=CC(F)=C(F)C(F)=C2)C3=CC=CC(OC)=[C@@]3C4=C(OC)C=CC=C4P(C5=CC(F)=C(F)C(F)=C5)C6=CC(F)=C(F)C(F)=C6)=CC(F)=C1F,2,0.71329296,0.5431307,9.521293
321,C[C@H]1OC2=C(C3=C(O[C@H](C)C1)C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,2,0.78691196,0.24945274,9.79753
322,COC1=[C@@](C2=C(OC)C(OC)=C(OC)C=C2P(C3=CC=CC=C3)C4=CC=CC=C4)C(P(C5=CC=CC=C5)C6=CC=CC=C6)=CC(OC)=C1OC,2,0.70936483,0.24428482,9.835371
323,CC1=CC(P(C2=CC(C)=C(OC)C(C)=C2)C3=CC=CC(OC)=[C@]3C4=C(OC)C=CC=C4P(C5=CC(C)=C(OC)C(C)=C5)C6=CC(C)=C(OC)C(C)=C6)=CC(C)=C1OC,2,0.77040553,0.4494185,9.623897
324,CC(C=C1)=CC=C1P(C2=CC=C(C)C=C2)C3=CC(OC)=NC(OC)=[C@]3C4=C(OC)N=C(OC)C=C4P(C5=CC=C(C)C=C5)C6=CC=C(C)C=C6,2,0.6269383,0.2837468,9.863348
325,COC1=[C@](C2=C(OC)N=C(OC)C=C2P(C3CCCCC3)C4CCCCC4)C(P(C5CCCCC5)C6CCCCC6)=CC(OC)=N1,2,0.3197921,-0.65089405,11.053972
326,C[C@H](C1=C(C(C=C1)[Fe]C2C=CC=C2)P(C3CCCCC3)C4CCCCC4)P(C(C)(C)C)C(C)(C)C,6,-1.7914016,-5.531729,17.33346
327,C[C@H](C1=C(P(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)C(C=C1)[Fe]C4C=CC=C4)P(C5CCCCC5)C6CCCCC6,6,-1.7761472,-5.5142517,17.352919
328,C[C@H](C1=C(C(C=C1)[Fe]C2C=CC=C2)P(C(C)(C)C)C(C)(C)C)P(C3=CC=CC=C3)C4=CC=CC=C4,6,-1.8643322,-5.7894506,17.105022
329,C[C@@H](C1=C(C=CC1[Fe]C2C=CC=C2)P(C3=CC=C4C=CC=CC4=C3)C5=C6C=CC=CC6=CC=C5)P(C(C)(C)C)C(C)(C)C,6,-1.7013662,-5.6230097,17.257704
330,C[C@H](C1=C(C(C=C1)[Fe]C2C=CC=C2)P(C3=CC(C)=C(C(C)=C3)OC)C4=CC(C)=C(C(C)=C4)OC)P(C(C)(C)C)C(C)(C)C,6,-1.7090367,-5.667192,17.210402
331,C[C@H](C1=C(C(C=C1)[Fe]C2C=CC=C2)P(C3CCCCC3)C4CCCCC4)P(C5CCCCC5)C6CCCCC6,6,-1.7970204,-5.5275087,17.335266
332,C[C@@H](C1=C(C=CC1[Fe]C2C=CC=C2)P(C3=CC=CC(OC)=C3)C4=CC=CC=C4OC)P(C(C)(C)C)C(C)(C)C,6,-1.7182168,-5.6219845,17.258108
333,C[C@@H](C1=C(C(C=C1)[Fe]C2C=CC=C2)[P@]([H])(C(C)(C)C)=O)P(C3=CC=CC=C3)C4=CC=CC=C4,6,-1.9166873,-5.801606,17.081028
334,CN(C)[C@H](C1=C(C(C=C1)[Fe]C2C=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7,6,-2.3296847,-5.5203824,17.220833
335,C[C@H](C1=C(C(C=C1)[Fe]C2C=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)P(C5=CC(C)=CC(C)=C5)C6=CC(C)=CC(C)=C6,6,-1.9138016,-5.69678,17.164354
336,C[C@@H](P(C1=CC(C)=CC(C)=C1)C2=CC(C)=CC(C)=C2)C3=C(P(C4=CC=CO4)C5=CC=CO5)C([Fe]C6C=CC=C6)C=C3,6,-1.8804182,-5.6932955,17.17417
337,C[C@@H](P(C(C)(C)C)C(C)(C)C)C1=C(P(C2=CC=CC3=C2C=CC=C3)C4=C(C=CC=C5)C5=CC=C4)C([Fe]C6C=CC=C6)C=C1,6,-1.7283268,-5.6575923,17.225342
338,C[C@@H](P(C1=C(C)C=CC=C1)C2=C(C)C=CC=C2)C3=C(P(C(C)(C)C)C(C)(C)C)C([Fe]C4C=CC=C4)C=C3,6,-1.840261,-5.7742715,17.118162
339,C[C@H](P(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)C3=C(P(C4=CC=C(C(F)(F)F)C=C4)C5=CC=C(C(F)(F)F)C=C5)C=CC3[Fe]C6C=CC=C6,6,-1.8043147,-5.5305862,17.319757
340,C[C@@H](P(C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(P(C4=CC(C)=CC(C)=C4)C5=CC(C)=CC(C)=C5)C([Fe]C6C=CC=C6)C=C3,6,-1.8681856,-5.5973973,17.257484
341,CC(C)(C)[P@](C)C1=CC=CC=C1[P@@](C)C(C)(C)C,8,-3.1297908,-2.1318905,5.1853533
342,CC(C=C1)=CC=C1P(C2=CC=C(C)C=C2)C3=CC=CC4=C3[C@@]5(CCC6=C5C(P(C7=CC=C(C)C=C7)C8=CC=C(C)C=C8)=CC=C6)CC4,2,-0.7248026,1.1545134,7.31808
343,CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1,4,10.248385,0.05503562,-0.14340897
344,CC(C)[C@H]1CN(C2=CC=C(C)C=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC=C(C)C=C4)=N1,4,10.213782,-0.10837991,-0.07914045
345,CC(C)[C@H]1CN(C2=CC=CC(C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C)=CC=C4)=N1,4,10.194164,-0.086408935,-0.08193767
346,CC(C)[C@H]1CN(C2=CC=CC(C(F)(F)F)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(F)(F)F)=CC=C4)=N1,4,10.286733,0.07895681,-0.18953104
347,CC(C)[C@H]1CN(C2=CC=C(OC)C=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC=C(OC)C=C4)=N1,4,10.164948,-0.12488827,-0.053697575
348,CC(C)[C@H]1CN(C2=CC=C(C(F)(F)F)C=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC=C(C(F)(F)F)C=C4)=N1,4,10.284469,0.044523116,-0.17388487
349,CC(C)[C@H]1CN(C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC(C(C)(C)C)=C4)=N1,4,10.221237,0.11179291,-0.1547115
350,CC(C)[C@H]1CN(C2=CC=CC(OC)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(OC)=CC=C4)=N1,4,10.18852,-0.13960515,-0.05588829
351,CC(C)[C@H]1CN(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=N1,4,10.286443,0.03557322,-0.20497893
352,CC(C1=CC(N2C(C3=N[C@@H](C4CCCCC4)CN3C5=CC(C(C)(C)C)=CC=C5)=N[C@@H](C6CCCCC6)C2)=CC=C1)(C)C,4,10.094775,0.29769644,-0.34584478
353,CC(C=C1)=CC=C1N2C(C3=N[C@@H](C4CCCCC4)CN3C5=CC=C(C)C=C5)=N[C@@H](C6CCCCC6)C2,4,10.09219,0.2958536,-0.34530053
354,CC(C1=CC(N2C(C3=N[C@@H](C4CCCCC4)CN3C5=CC(C(C)(C)C)=CC(C(C)(C)C)=C5)=N[C@@H](C6CCCCC6)C2)=CC(C(C)(C)C)=C1)(C)C,4,10.09204,0.2979218,-0.34733483
355,FC(C1=CC(N2C(C3=N[C@@H](C4CCCCC4)CN3C5=CC(C(F)(F)F)=CC=C5)=N[C@@H](C6CCCCC6)C2)=CC=C1)(F)F,4,10.098222,0.30358073,-0.34751034
356,CC([C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1)(C)C,4,10.350738,0.2638174,-0.13248377
357,CC([C@H]1CN(C2=CC=C(C(C)(C)C)C=C2)C(C3=N[C@@H](C(C)(C)C)CN3C4=CC=C(C(C)(C)C)C=C4)=N1)(C)C,4,10.385517,0.30332753,-0.0932364
358,CC([C@H]1CN(C2=CC=CC(C(F)(F)F)=C2)C(C3=N[C@@H](C(C)(C)C)CN3C4=CC(C(F)(F)F)=CC=C4)=N1)(C)C,4,10.335909,0.26604593,-0.1808945
359,C[C@@H](CC)[C@H]1CN(C2=CC=CC=C2)C(C3=N[C@@H]([C@@H](C)CC)CN3C4=CC=CC=C4)=N1,4,10.293582,-0.15638193,-0.067586474
360,C[C@@H](CC)[C@H]1CN(C2=CC=C(F)N=C2)C(C3=N[C@@H]([C@@H](C)CC)CN3C4=CN=C(F)C=C4)=N1,4,10.339892,-0.19107461,-0.09161883
361,C[C@@H](CC)[C@H]1CN(C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)C(C3=N[C@@H]([C@@H](C)CC)CN3C4=CC(C(C)(C)C)=CC(C(C)(C)C)=C4)=N1,4,10.276719,0.03996558,-0.123211354
362,C[C@@H](CC)[C@H]1CN(C2=CC=C(C)C=C2)C(C3=N[C@@H]([C@@H](C)CC)CN3C4=CC=C(C)C=C4)=N1,4,10.326547,-0.18200687,-0.08900758
363,C[C@@H](CC)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H]([C@@H](C)CC)CN3C4=CC(C(C)(C)C)=CC=C4)=N1,4,10.307675,-0.05581606,-0.11014798
364,C[C@@H](CC)[C@H]1CN(C2=CC=CC(C(F)(F)F)=C2)C(C3=N[C@@H]([C@@H](C)CC)CN3C4=CC(C(F)(F)F)=CC=C4)=N1,4,10.328742,-0.035551485,-0.14651783
365,C[C@@H](CC)[C@H]1CN(C2=CC=CC(OC)=C2)C(C3=N[C@@H]([C@@H](C)CC)CN3C4=CC(OC)=CC=C4)=N1,4,10.271974,-0.12847346,-0.07613296
366,CC(C)[C@H]1CN(C2CCCCC2)C(C3=N[C@@H](C(C)C)CN3C4CCCCC4)=N1,4,10.16922,0.100753404,-0.12533134
367,CC([C@H]1CN(C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)(C)C)CN3C4=CC(C(C)(C)C)=CC(C(C)(C)C)=C4)=N1)(C)C,4,10.360586,0.2535606,-0.10458002
368,CC1=CC=CC(C2=NC(C)=CC=C2)=N1,1,-4.467293,0.61674935,4.6813316
369,CC(C)(C)C1=CC(C2=NC=CC(C(C)(C)C)=C2)=NC=C1,1,-4.1830316,0.37041622,5.2103624
370,C1(C2=NC=CC=C2)=NC=CC=C1,1,-4.970024,0.45913875,4.428756
371,OC(C1=CC(C2=NC=CC(C(O)=O)=C2)=NC=C1)=O,1,-4.87915,0.61948323,4.127371
372,CC1=CC(C2=NC=CC(C)=C2)=NC=C1,1,-4.2925963,0.39066517,5.109893
373,NC1=CC(C2=NC=CC(N)=C2)=NC=C1,1,-4.320866,0.34784544,5.0713034
374,O=CC1=CN=C(C2=NC=C(C=O)C=C2)C=C1,1,-4.890046,0.8652216,3.4103644
375,O=C1C2=C(N=CC=C2)C3=C1C=CC=N3,1,-5.3441353,1.4296395,3.942252
376,O=C(C1=CC=CC(C2=NC(C(O)=O)=CC=C2)=N1)O,1,-4.575433,0.48250207,4.5653853
377,BrC1=CC=CC(C2=NC=CC=C2)=N1,1,-4.892342,0.42149776,4.5210133
378,C1(C=CC=C2)=C2N=C(C3=NC(C=CC=C4)=C4C=C3)C=C1,1,-4.5344934,1.009134,4.571886
379,BrC1=CC=CC(C2=NC(Br)=CC=C2)=N1,1,-4.528545,0.48410928,4.715932
380,BrC1=CC(C2=NC=CC(Br)=C2)=NC=C1,1,-4.324144,0.3733836,5.079079
381,O=C(C1=CC(C2=NC(C=CC=C3)=C3C(C(O[K])=O)=C2)=NC4=C1C=CC=C4)O[K],1,-4.854564,0.74550235,3.9299288
382,O=C(O)C1=CC(C2=NC=CC=C2)=NC=C1,1,-4.907126,0.57758856,4.230299
383,O=C(C1=CN=C(C2=NC=C(C(O)=O)C=C2)C=C1)O,1,-4.8323803,0.8345922,3.5620174
384,FC(C1=CN=C(C2=NC=C(C(F)(F)F)C=C2)C=C1)(F)F,1,-4.901685,0.8900243,3.4050717
385,CC1=CN=C(C2=NC=C(C)C=C2)C=C1,1,-4.8915377,0.87399787,3.4112062
386,COC1=CC(C2=NC=CC(OC)=C2)=NC=C1,1,-4.2728467,0.33213794,5.120386
387,ClC1=CC=CC(C2=NC=CC=C2)=N1,1,-4.9112673,0.39984143,4.5238113
388,BrC1=CN=C(C2=NC=C(Br)C=C2)C=C1,1,-4.951634,0.9570663,3.4058604
389,C1(C2=NC=CC=N2)=NC=CC=N1,8,-3.3868122,-2.111417,5.196244
390,O=CC1=CC=CC(C2=NC(C=O)=CC=C2)=N1,1,-4.531637,0.49874362,4.6535554
391,OCC1=CN=C(C2=NC=C(CO)C=C2)C=C1,1,-4.894671,0.87342274,3.392807
392,O=CC1=CC(C2=NC=CC=C2)=NC=C1,1,-4.9346704,0.49819925,4.3525505
393,O=[N+](C1=CC(C2=NC=CC([N+]([O-])=O)=C2)=NC=C1)[O-],1,-4.8598547,0.5173312,4.2953315
394,CC1=CC(C2=NC=CC(CO)=C2)=NC=C1,1,-4.28936,0.4073643,5.1152344
395,O=C(C1=CC(C2=NC=CC(C(OC)=O)=C2)=NC=C1)OC,1,-4.887471,0.73601377,3.9009306
396,CC1=CC(C2=NC(C)=CC(C)=C2)=NC(C)=C1,1,-4.321148,0.48810583,5.023193
397,N#CC1=CC=CC(C2=NC(C#N)=CC=C2)=N1,1,-4.526537,0.42274657,4.8102846
398,OC(C=C1)=CN=C1C2=NC=C(O)C=C2,1,-4.9075613,0.882229,3.3707156
399,CC1=CC(C(OC)=O)=CC(C2=NC(C)=CC(C(OC)=O)=C2)=N1,1,-4.8304124,0.6918273,3.9495833
400,O=C(C1=CN=C(C2=NC=C(C(OC)=O)C=C2)C=C1)OC,1,-4.873157,0.7699814,3.6853049
401,C1(C2=NC=CC(C3=CC=CC=C3)=C2)=NC=CC(C4=CC=CC=C4)=C1,1,-4.7112746,1.3047385,4.3943067
402,N#CC1=CC(C2=NC=CC(C#N)=C2)=NC=C1,1,-4.376272,0.35341045,5.029474
403,O=C(C1=CC(C2=NC=CC(C(OCC)=O)=C2)=NC=C1)OCC,1,-4.873601,0.70838106,3.957825
404,NC1=CC=CC(C2=NC(N)=CC=C2)=N1,1,-4.5011053,0.4623416,4.7719703
405,OCC1=CC=CC(C2=NC(CO)=CC=C2)=N1,1,-4.5602093,0.48859173,4.6554255
406,O[C@@H](C(C)(C)C)C1=CC=CC(C2=NC([C@H](C(C)(C)C)O)=CC=C2)=N1,1,-4.5625105,0.46802163,4.669537
407,OC1=CC=CN=C1C2=NC=CC=C2O,1,-5.362514,1.4232541,3.9711108
408,CC1=CN=C(C2=NC=C(C)C(C)=C2C=C3)C3=C1C,1,-5.0177402,1.7071927,4.2186084
409,COC1=C2C(C3=NC=CC(OC)=C3C=C2)=NC=C1,1,-4.9909444,1.7012537,4.2617598
410,ClC1=CC=C2C(C3=NC(Cl)=CC=C3C=C2)=N1,1,-4.581228,0.99157816,4.5766397
411,C12=NC=CC(C3=CC=CC=C3)=C1C=CC4=C(C5=CC=CC=C5)C=CN=C24,1,-4.777978,1.4929024,4.3514967
412,NC1=CC2=CC=CN=C2C3=NC=CC=C31,1,-5.125293,1.8372618,4.189012
413,BrC1=CC=C2C(C3=NC=CC=C3C=C2)=N1,1,-4.73197,0.98020613,4.5072627
414,O=CC1=CC2=CC=CN=C2C3=NC=CC=C31,1,-5.132498,1.8423378,4.2000175
415,CC1=CC=C2C(C3=NC(C)=CC=C3C=C2)=N1,1,-4.4906754,1.0354931,4.6386566
416,CC1=C(C)C2=CC=CN=C2C3=NC=CC=C31,1,-5.1062455,1.8155286,4.2001905
417,BrC1=CN=C(C2=NC=C(Br)C=C2C=C3)C3=C1,1,-5.0924053,1.2791723,3.6432014
418,CC1=C2C(C3=NC=CC(C)=C3C=C2)=NC=C1,1,-4.9812636,1.6893861,4.2687283
419,O=C(C1=CC=C2C(C3=NC(C(O)=O)=CC=C3C=C2)=N1)O,1,-4.5493193,0.75945634,4.123697
420,CC1=CC(C(O)=O)=C2C(C3=NC(C)=CC(C(O)=O)=C3C=C2)=N1,1,-4.643503,0.7879281,4.000425
421,CCCCC1=CC=C2C(C3=NC(CCCC)=CC=C3C=C2)=N1,1,-4.425394,1.1589069,4.608223
422,O=C(C1=CC=CN=C1C2=NC=CC=C23)C3=O,1,-5.3380747,1.4282928,3.9337204
423,O=C(C1=CC(Br)=CN=C1C2=NC=C(Br)C=C23)C3=O,1,-5.122717,1.312972,3.6575506
424,NC1=C(N)C2=CC=CN=C2C3=NC=CC=C31,1,-5.123507,1.8259838,4.187085
425,C12=NC=CC=C1C3=C(N=C(C=CC=C4)C4=N3)C5=CC=CN=C25,1,-5.124973,1.8366747,4.1853023
426,C1(C2=CC=CC=C2)=CC=C3C(C4=NC(C5=CC=CC=C5)=CC=C4C=C3)=N1,1,-4.55746,1.2103158,4.500366
427,COC(C=C1)=CC=C1C2=C3C(C4=NC=CC(C5=CC=C(OC)C=C5)=C4C=C3)=NC=C2,1,-4.823281,1.5791186,4.3133874
428,C1(C2=C(C=CC=C3)C3=CC4=C2C=CC=C4)=CC=C5C(C6=NC(C7=C(C=CC=C8)C8=CC9=C7C=CC=C9)=CC=C6C=C5)=N1,1,-4.3737864,1.2274625,4.580779
429,CCC(C=C(CC)C=C1CC)=C1C2=CC=C3C(C4=NC(C5=C(CC)C=C(CC)C=C5CC)=CC=C4C=C3)=N2,1,-4.381703,1.2210547,4.5907845
430,BrC(C=C1)=CC=C1C2=C3C(C4=NC=CC(C5=CC=C(Br)C=C5)=C4C=C3)=NC=C2,1,-4.819072,1.5585304,4.3084235
431,BrC1=CN=C(C2=NC=C(Br)C=C2C(Br)=C3Br)C3=C1,1,-5.117607,1.323301,3.6660209
432,CNCCNC,8,-3.388322,-2.2966106,5.22356
433,CCN1CCCC1CN,8,-3.1921606,-2.4865391,5.473923
434,CC(C)(C)NCCNC(C)(C)C,8,-3.3520596,-2.2681265,5.1820216
435,NC([C@H]1NCCC1)=O,8,-3.0718071,-2.6216471,5.596888
436,CC(/C(C)=N/C1=C(C(C)C)C=CC=C1C(C)C)=N\C2=C(C(C)C)C=CC=C2C(C)C,1,-4.3812203,0.6859401,4.5612354
437,CC(/C=C(C)\NC1=C(C)C=CC=C1C)=N\C2=C(C)C=CC=C2C,1,-4.3124886,0.79158115,4.433703
438,CN(C)CCCCN(C)C,8,-3.3572161,-2.3492107,5.282054
439,NCC1=CC=CC(CN)=N1,8,-3.4033763,-2.0925756,5.21149
440,N(CC1=NC=CC=C1)(CC2=CC=CC=N2)CCN(CC3=NC=CC=C3)CC4=NC=CC=C4,8,1.7197833,-0.24704279,5.1432996
441,N12CCN(CC2)CC1,8,-3.2451267,-2.4338782,5.4281006
442,NC1=[C@](C2=C(C=CC=C3)C3=CC=C2N)C4=CC=CC=C4C=C1,1,-2.0749986,1.2473843,4.32414
443,NC1=C(C2=C(CCCC3)C3=CC=C2N)C4CCCCC4C=C1,2,-1.609211,1.398729,7.668907
444,CNC1=[C@](C2=C(C=CC=C3)C3=CC=C2NC)C4=CC=CC=C4C=C1,1,-2.0921297,1.2453681,4.3237576
445,O=C(C1=C(C2=C(C=CC=C3)C3=CC=C2C(O)=O)C4=C(C=CC=C4)C=C1)O,1,-2.1055887,1.301177,4.374844
446,C12=CC=CC=C1C=CC(NP(C3=CC=CC=C3)C4=CC=CC=C4)=C2C5=C(C=CC=C6)C6=CC=C5NP(C7=CC=CC=C7)C8=CC=CC=C8,8,-0.30149648,-0.001126733,5.334891
447,NC1=C(C2=C(C=CC=C3)C3=CC=C2O)C4=CC=CC=C4C=C1,1,-2.0838046,1.2650615,4.3333435
448,NC1=[C@](C2=C(C=CC(Br)=C3)C3=CC=C2N)C4=CC=C(Br)C=C4C=C1,1,-2.1215315,1.2901305,4.3182774
449,C12=CC=CC=C1C=CC(NCC3=CC=CC=C3)=C2C4=C(C=CC=C5)C5=CC=C4NCC6=CC=CC=C6,8,-0.42572385,0.03595444,5.2227526
450,NC1=CC=CC2=C1[C@]3(CCC4=C3C(N)=CC=C4)CC2,2,-0.98227644,1.4296844,7.401447
451,NC1=CC=CC(C2=CC(N)=CC=C2)=C1,1,-4.361326,0.29362983,4.975667
452,CN[C@H]1[C@H](NC)CCCC1,8,-3.0360403,-2.5632877,5.65992
453,N[C@H]1[C@H](N)CCCC1,8,-3.0387194,-2.5901442,5.616354
454,CN(C)[C@H]1[C@H](N(C)C)CCCC1,8,-3.0976567,-2.527785,5.557274
455,N[C@H]1CCCC[C@@H]1NC(OC(C)(C)C)=O,8,-3.0901124,-2.514491,5.7626867
456,CC1=CC=C(S(N[C@@H]2[C@@H](NS(C3=CC=C(C)C=C3)(=O)=O)CCCC2)(=O)=O)C=C1,8,-0.5077491,-1.3167008,4.6764245
457,N[C@@H]1[C@H](N)CCCC1,8,-3.0435197,-2.5684783,5.6142697
458,N[C@H]1[C@H](N(C)C)CCCC1,8,-3.097273,-2.5116723,5.5560093
459,CN(C)C1=CC=CC(N(C)C)=C1,8,-3.2922313,-2.1284409,5.219638
460,N[C@@H]1[C@@H](N2CCCCC2)CCCC1,8,-3.0327027,-2.6083317,5.6347113
461,O=C(C)N[C@H]1[C@H](NC(C)=O)CCCC1,8,-2.9880917,-2.5382366,5.722096
462,N[C@@H]1[C@@H](N2CCCC2)CCCC1,8,-3.051044,-2.587535,5.643215
463,N[C@@H]([C@H](N)C1=CC=CC=C1)C2=CC=CC=C2,8,-0.91382545,-0.95066005,4.9644156
464,N[C@@H]([C@@H](O)C1=CC=CC=C1)C2=CC=CC=C2,8,-0.96416235,-0.9110028,5.0159836
